ref_date;interval;L50;L100;L200;L250;L500;L1000;L1500;L2000;L2500;L5000,SDATE;INTERVAL;R<50-25%;R<50-75%;R50;R<100-25%;R<100-75%;R100;R<200-25%;R<200-75%;R200;R<250-25%;R<250-75%;R250;R<500-25%;R<500-75%;R500;R<1000-25%;R<1000-75%;R1000;R<1500-25%;R<1500-75%;R1500;R<2000-25%;R<2000-75%;R2000;R<2500-25%;R<2500-75%;R2500;R<5000-25%;R<5000-75%;R5000;SUM_CENTS_PRINCIPAL
22/02/2020;03;154;860;226;354;161;42;2;0;1;1,22/02/2020;03;20;25;34;21;17;144;22;18;38;5;7;61;14;10;30;0;3;5;0;0;1;0;0;1;0;0;0;0;0;0;86138
22/02/2020;04;190;1129;259;433;264;64;12;2;1;1,22/02/2020;04;38;37;49;24;18;174;16;28;81;3;10;65;25;15;47;2;2;4;2;0;0;0;0;0;0;0;1;0;0;0;116530
22/02/2020;05;418;2481;713;916;492;154;20;3;3;4,22/02/2020;05;106;87;127;73;58;476;61;62;172;25;21;196;38;31;116;5;6;24;0;2;3;0;0;1;0;0;1;0;0;1;311760
22/02/2020;06;1423;7348;2689;3100;1707;442;96;6;7;8,22/02/2020;06;461;447;899;319;270;2702;275;331;951;81;96;1127;147;136;511;25;16;118;1;2;26;0;0;3;0;0;11;0;0;3;1577895
22/02/2020;07;2103;11355;4766;5690;3075;822;173;7;20;17,22/02/2020;07;1109;1199;2959;853;828;8269;852;936;3001;216;283;3136;432;365;1547;86;59;324;6;7;74;1;1;3;0;1;15;0;0;7;4618741
22/02/2020;08;2204;11801;5140;6323;3621;967;171;6;23;17,22/02/2020;08;1470;1571;3837;1148;1076;11931;1125;1255;4181;253;420;4569;672;490;2244;119;95;487;8;8;101;1;0;14;1;2;29;0;0;9;6618405
22/02/2020;09;2132;12097;5077;6300;3578;980;200;8;25;25,22/02/2020;09;1490;1717;3935;1234;1120;12808;1252;1284;4360;302;455;4927;694;552;2296;128;87;491;9;11;118;1;0;7;2;0;35;2;0;8;6982031
22/02/2020;10;2116;11541;4695;6084;3345;982;192;12;15;26,22/02/2020;10;1444;1639;3862;1189;1065;12040;1070;1188;3963;287;408;4507;624;483;2357;130;94;519;10;12;127;2;1;8;0;2;36;2;2;15;6734134
22/02/2020;11;2067;11188;4531;5664;3153;847;168;5;13;11,22/02/2020;11;1335;1463;3399;1071;925;10988;1024;1157;3664;231;369;4194;565;463;2084;107;79;463;10;7;105;2;1;10;0;2;30;1;0;8;6064667
22/02/2020;12;2043;10974;4182;5505;2971;795;158;12;20;18,22/02/2020;12;1214;1348;3327;1014;859;10344;910;946;3282;234;300;3805;495;422;1901;81;67;446;7;6;83;1;2;13;2;0;36;1;2;12;5576666
22/02/2020;13;2010;10852;4032;5242;2859;772;131;3;14;24,22/02/2020;13;1139;1262;2997;838;855;9205;807;994;3045;201;307;3470;501;415;1754;94;77;422;3;6;85;1;0;6;2;1;21;1;0;13;5153107
22/02/2020;14;2050;10896;4127;5486;2796;753;127;4;22;23,22/02/2020;14;1182;1307;3038;877;812;9454;812;949;3017;237;343;3591;526;362;1705;86;55;375;5;7;76;4;0;6;0;0;21;3;0;6;5064024
22/02/2020;15;1996;11385;4308;5363;2828;759;136;5;21;16,22/02/2020;15;1173;1394;3274;883;882;9484;876;1009;3115;218;332;3648;499;388;1766;76;82;377;14;2;86;2;1;11;3;1;26;0;1;6;5228236
22/02/2020;16;2174;11893;4519;5726;2965;743;148;13;17;17,22/02/2020;16;1338;1441;3793;1057;946;10908;971;1052;3637;221;347;4030;496;363;1816;95;58;415;8;5;92;0;1;13;0;0;21;0;1;6;5669149
22/02/2020;17;2313;12333;4978;6044;3168;754;154;8;13;15,22/02/2020;17;1359;1654;4386;1123;1037;12386;1014;1141;4177;299;375;4600;553;475;2051;99;81;395;6;4;108;2;1;11;3;1;31;1;0;6;6396475
22/02/2020;18;2948;15237;5930;7527;3776;958;174;6;17;17,22/02/2020;18;1812;2070;6023;1527;1363;16503;1399;1561;5338;331;503;6001;690;561;2680;127;82;489;3;9;110;2;1;13;0;1;24;2;0;16;8252657
22/02/2020;19;4525;21106;7646;9861;4894;1030;196;15;24;19,22/02/2020;19;2280;2717;7296;1926;1717;20205;1653;1878;6482;426;606;7247;835;677;3119;127;118;571;14;10;108;2;2;12;2;1;35;1;1;7;9864197
22/02/2020;20;4531;21052;6984;9381;4506;1042;206;15;23;19,22/02/2020;20;1937;2205;5366;1557;1483;15627;1410;1581;4941;340;529;5791;746;588;2538;114;102;490;5;10;78;2;0;6;1;1;32;3;1;11;7939150
22/02/2020;21;3544;16574;4902;7047;3256;778;135;9;15;13,22/02/2020;21;1244;1419;3061;1001;885;9385;901;967;2957;238;317;3664;466;391;1455;80;67;288;7;7;65;1;2;5;2;0;15;1;1;6;4851470
22/02/2020;22;2073;10458;2537;4224;2097;484;72;7;13;6,22/02/2020;22;599;668;1188;413;445;4050;424;477;1205;125;159;1600;248;190;715;46;21;159;2;2;28;0;0;2;0;0;9;0;1;4;2216636
22/02/2020;23;990;5688;1259;2320;1091;248;47;10;7;5,22/02/2020;23;244;245;336;152;155;1247;155;179;434;46;85;590;105;75;326;14;15;66;4;2;16;0;0;1;0;0;3;0;0;2;854627
23/02/2020;00;529;2968;983;1221;565;127;26;5;2;3,23/02/2020;00;116;124;129;69;81;588;74;87;177;15;31;248;40;38;151;10;9;25;1;1;7;1;0;1;0;0;3;0;0;1;387336
23/02/2020;01;271;1517;414;620;288;71;9;0;1;0,23/02/2020;01;53;47;57;29;25;258;27;33;93;2;10;122;25;21;72;2;4;8;0;0;1;0;0;0;0;0;0;0;0;1;167119
23/02/2020;02;174;982;314;425;221;54;3;1;1;0,23/02/2020;02;39;26;47;27;16;183;22;28;66;10;5;65;10;9;33;3;2;4;0;1;3;0;0;0;0;0;0;0;0;0;101775
23/02/2020;03;133;832;254;362;190;37;5;0;0;1,23/02/2020;03;32;27;31;21;25;132;16;30;39;7;6;87;13;7;32;1;5;6;0;1;2;0;0;0;0;0;0;0;0;1;102148
23/02/2020;04;154;988;261;421;203;46;10;2;2;1,23/02/2020;04;35;28;25;14;20;139;16;24;43;4;6;63;9;5;28;2;3;2;0;0;0;0;0;0;0;0;0;0;0;0;76839
23/02/2020;05;328;2152;567;833;401;99;12;2;0;0,23/02/2020;05;66;65;98;57;62;397;52;52;150;13;13;171;30;22;75;5;2;20;0;0;6;0;0;0;0;0;1;0;0;1;248534
23/02/2020;06;1311;6820;2600;2965;1478;360;53;3;7;8,23/02/2020;06;403;350;689;259;241;2317;231;279;843;63;68;855;133;96;426;23;23;65;2;1;20;0;1;3;1;0;9;0;0;2;1278235
23/02/2020;07;2077;10738;4492;5268;2787;638;162;5;15;8,23/02/2020;07;915;986;2273;680;640;7289;661;806;2683;163;266;2720;393;305;1287;72;45;277;7;6;53;0;1;4;2;0;17;0;0;4;3945750
23/02/2020;08;2061;10936;4729;5905;3010;775;168;7;13;10,23/02/2020;08;1215;1243;3016;863;834;9370;849;994;3446;229;348;3709;477;396;1783;84;67;350;6;9;84;0;1;5;0;1;21;2;0;4;5197632
23/02/2020;09;2013;11097;4689;5873;2976;751;135;9;19;18,23/02/2020;09;1220;1408;3313;971;845;10413;883;1121;3665;229;344;3955;547;424;1977;86;75;347;9;4;66;0;1;6;0;0;23;1;1;9;5597722
23/02/2020;10;2219;11731;4512;6033;3126;786;145;8;10;10,23/02/2020;10;1297;1437;3465;989;969;10722;941;1090;3533;235;342;3925;484;404;1806;95;68;400;4;6;86;1;2;8;0;3;21;0;2;8;5592113
23/02/2020;11;2256;11699;4655;5977;2920;707;127;10;8;18,23/02/2020;11;1234;1418;3441;930;910;10697;892;1035;3540;209;348;4026;491;388;1797;101;72;419;7;7;78;1;1;9;1;0;23;2;1;5;5580564
23/02/2020;12;2265;12434;4705;5977;2948;736;139;6;15;18,23/02/2020;12;1279;1404;3397;1004;920;10646;942;1073;3513;226;352;3915;455;405;1778;88;67;385;7;4;69;1;2;11;1;1;24;2;2;6;5508620
23/02/2020;13;2572;13488;5095;6264;3050;732;133;9;15;21,23/02/2020;13;1363;1392;3447;993;920;10667;962;1130;3690;240;362;3908;507;402;1677;104;58;390;3;8;62;1;0;4;0;0;20;1;0;7;5483764
23/02/2020;14;2647;14017;5162;6384;3202;775;128;11;19;16,23/02/2020;14;1330;1489;3508;1021;972;10840;933;1172;3629;230;381;3897;503;377;1733;81;73;369;7;6;71;1;0;1;1;1;17;1;0;8;5510690
23/02/2020;15;2429;13779;5147;6160;2996;770;120;10;19;16,23/02/2020;15;1333;1543;3604;1048;1019;11033;973;1152;3804;222;315;3968;515;407;1780;122;63;372;10;0;73;1;1;6;1;1;14;0;0;5;5626295
23/02/2020;16;2695;14106;5097;6200;3156;773;149;10;16;27,23/02/2020;16;1356;1517;3765;1078;1035;11864;954;1118;3863;262;395;4279;543;426;1903;93;49;396;10;5;68;1;0;9;1;0;22;0;2;5;5927606
23/02/2020;17;2654;14492;5348;6520;3286;825;145;12;14;21,23/02/2020;17;1458;1656;4325;1118;1064;12722;1021;1218;4179;271;407;4517;577;501;1983;97;76;470;9;5;89;1;0;3;0;1;19;1;0;8;6408996
23/02/2020;18;2944;16131;6195;7921;3796;903;159;7;24;14,23/02/2020;18;1756;2033;5459;1506;1419;16513;1315;1567;5281;380;542;5743;657;584;2478;134;86;491;9;8;99;3;2;11;2;0;21;0;2;4;7991923
23/02/2020;19;4731;22247;7820;9784;4677;1090;219;9;24;17,23/02/2020;19;2233;2658;6790;1798;1680;20686;1599;1904;6523;427;620;6938;840;719;2833;146;115;608;10;9;106;1;1;6;2;0;27;0;0;9;9682841
23/02/2020;20;4719;21430;6719;8952;4134;1011;162;10;16;24,23/02/2020;20;1855;2210;4828;1478;1346;15181;1307;1487;4631;336;518;5438;674;541;2268;134;94;480;7;6;88;3;2;8;0;2;13;1;0;13;7457429
23/02/2020;21;3438;15993;4399;6491;3028;692;91;11;9;13,23/02/2020;21;1178;1224;2421;853;779;8313;789;840;2598;240;315;3233;449;357;1420;75;66;264;5;2;40;2;0;7;0;0;14;0;0;8;4353062
23/02/2020;22;1882;9884;2442;3851;1743;408;73;7;9;8,23/02/2020;22;561;525;837;424;370;3384;381;440;1100;101;135;1448;233;173;612;39;28;121;0;2;28;0;1;1;0;0;5;1;0;2;1916873
23/02/2020;23;865;4771;1026;1821;856;238;26;3;5;2,23/02/2020;23;227;186;232;162;105;1103;146;151;349;43;52;459;92;60;241;14;14;63;3;2;11;0;1;0;0;0;2;0;0;1;693210
24/02/2020;00;439;2448;726;920;433;92;16;2;2;3,24/02/2020;00;97;86;82;68;56;412;57;66;172;12;28;169;30;23;69;7;7;20;1;0;6;0;0;0;0;0;1;0;0;1;264071
24/02/2020;01;205;1158;319;466;251;55;9;3;3;1,24/02/2020;01;48;44;30;33;35;202;17;31;85;4;7;93;17;13;52;4;2;12;1;0;1;0;0;0;0;0;1;0;0;1;142260
24/02/2020;02;150;788;187;314;151;44;8;1;0;1,24/02/2020;02;31;35;27;23;18;129;22;19;50;4;5;68;15;6;35;5;3;3;0;0;3;0;0;0;0;0;0;0;0;0;91835
24/02/2020;03;131;714;187;283;117;34;5;1;0;0,24/02/2020;03;18;22;22;12;10;124;10;13;32;0;7;54;6;2;32;0;0;5;1;1;1;0;0;0;0;0;0;0;0;0;68688
24/02/2020;04;161;952;230;369;189;41;8;1;2;1,24/02/2020;04;32;27;37;13;18;130;18;21;36;5;12;48;10;7;30;1;1;4;0;0;3;0;0;0;0;0;0;0;0;0;78075
24/02/2020;05;404;2485;629;814;402;109;13;0;3;1,24/02/2020;05;97;72;105;54;55;454;38;46;181;17;19;167;25;17;70;6;3;18;0;0;4;0;0;2;1;0;1;0;0;0;249275
24/02/2020;06;1319;7272;2533;3133;1488;343;60;2;11;6,24/02/2020;06;459;413;797;307;255;2904;310;350;1183;69;117;1167;165;132;595;34;28;117;2;2;34;0;0;0;0;0;6;0;0;2;1706076
24/02/2020;07;1885;10916;4506;5536;2965;752;156;6;12;18,24/02/2020;07;1086;1164;2466;879;777;9088;855;918;3423;218;342;3789;505;401;1845;116;70;410;9;7;87;3;0;5;2;1;22;1;0;7;5288666
24/02/2020;08;1957;12670;5398;6646;3564;984;181;4;14;24,24/02/2020;08;1492;1613;3299;1209;1064;13106;1187;1352;4670;299;484;5393;692;581;2811;139;130;663;17;2;133;4;2;8;0;1;27;0;1;21;7714023
24/02/2020;09;2082;12787;5460;6830;3633;971;185;9;20;23,24/02/2020;09;1567;1789;3542;1309;1141;13884;1170;1386;5026;321;455;5779;787;627;2900;151;123;761;13;9;127;3;0;7;2;2;34;1;1;19;8192244
24/02/2020;10;1939;12279;5202;6448;3608;995;172;3;26;22,24/02/2020;10;1496;1684;3232;1198;1087;13311;1138;1352;4529;302;424;5340;722;618;2859;147;139;784;13;10;123;2;1;13;4;0;38;4;0;23;7905863
24/02/2020;11;1840;11708;4680;6105;3207;874;163;7;17;32,24/02/2020;11;1328;1464;2842;1093;970;11459;1065;1152;4192;281;412;4770;631;513;2509;126;122;610;20;10;127;3;0;10;3;2;20;1;2;18;6901986
24/02/2020;12;1873;11216;4305;5532;2989;792;172;13;5;18,24/02/2020;12;1207;1325;2561;997;839;10223;941;1082;3566;238;337;4291;572;462;2245;110;110;587;10;10;129;1;3;17;1;1;21;0;1;11;6186749
24/02/2020;13;1708;11043;4157;5308;2854;737;155;7;14;19,24/02/2020;13;1139;1248;2358;920;809;9422;840;996;3322;211;289;3854;542;431;1927;108;86;513;9;8;114;2;1;4;1;2;20;1;3;8;5548756
24/02/2020;14;1865;11137;4052;5247;2880;731;139;8;15;18,24/02/2020;14;1098;1220;2464;864;756;9400;801;948;3378;198;296;3822;520;434;2127;98;85;557;6;5;80;2;0;14;3;1;24;0;3;11;5646597
24/02/2020;15;2036;11383;4238;5449;2838;711;151;3;9;25,24/02/2020;15;1179;1307;2828;941;783;10107;886;1031;3411;253;370;4078;502;407;1956;105;97;485;9;6;109;0;0;11;1;0;22;0;1;21;5776944
24/02/2020;16;2271;12403;4468;5750;2886;768;164;6;17;21,24/02/2020;16;1312;1479;3496;1072;988;12045;991;1206;3938;270;395;4619;578;482;2210;121;95;523;6;6;126;1;0;13;3;0;23;1;0;13;6554254
24/02/2020;17;2540;13431;5016;6267;3189;844;180;10;20;20,24/02/2020;17;1446;1664;4069;1209;1135;13883;1105;1206;4291;260;392;5065;629;514;2473;132;121;616;5;11;113;3;2;13;2;1;30;0;1;13;7284878
24/02/2020;18;3153;15700;5897;7652;3717;921;215;9;23;16,24/02/2020;18;1873;2180;5127;1545;1397;17631;1375;1611;5783;359;583;6544;735;662;2924;161;105;677;10;13;142;0;0;12;1;0;24;1;3;16;9048326
24/02/2020;19;4618;21962;7717;9850;4749;1108;210;6;26;17,24/02/2020;19;2411;2731;6226;2024;1682;20769;1764;2070;6831;474;679;7722;941;749;3449;157;128;717;12;8;149;1;2;10;1;1;34;3;2;11;10608826
24/02/2020;20;4373;20617;6641;9120;4223;904;170;12;20;26,24/02/2020;20;1819;2083;4189;1499;1388;14923;1363;1501;4745;356;543;5792;725;584;2520;115;96;545;9;6;91;5;1;7;1;0;21;3;0;21;7814479
24/02/2020;21;3390;16323;4231;6504;3005;770;149;20;11;21,24/02/2020;21;1135;1264;2157;921;816;8276;785;957;2654;221;321;3506;466;367;1491;83;74;368;8;6;63;2;0;8;1;1;11;2;0;12;4669472
24/02/2020;22;1718;9173;2086;3570;1653;413;64;6;7;9,24/02/2020;22;443;506;718;350;307;2948;313;341;945;78;147;1323;204;155;580;38;22;128;1;1;31;1;0;1;0;0;3;1;1;2;1738064
24/02/2020;23;725;4162;799;1590;798;180;31;3;4;2,24/02/2020;23;129;167;180;120;102;851;105;114;305;36;52;394;57;61;207;9;13;51;0;1;9;0;0;0;0;0;1;0;0;1;567350
25/02/2020;00;335;1825;632;722;389;73;15;2;2;0,25/02/2020;00;75;54;61;43;34;324;44;53;86;11;9;173;31;29;64;3;2;13;0;0;3;0;0;1;0;0;3;0;0;1;212605
25/02/2020;01;166;884;239;362;192;45;10;2;2;1,25/02/2020;01;29;27;19;25;16;173;8;22;42;7;7;55;11;7;37;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;83101
25/02/2020;02;134;708;163;288;142;28;7;0;0;0,25/02/2020;02;18;22;21;18;21;93;17;18;28;3;5;61;7;5;19;2;1;6;2;0;1;0;0;0;0;0;0;0;0;0;67249
25/02/2020;03;101;659;140;236;126;44;3;0;1;1,25/02/2020;03;20;19;12;13;6;89;9;12;32;0;7;32;4;7;23;1;0;7;0;0;1;0;0;0;0;0;0;0;0;0;55815
25/02/2020;04;173;947;239;310;173;44;5;0;2;2,25/02/2020;04;24;23;12;13;12;142;18;25;37;5;6;42;9;10;20;1;2;8;0;3;2;0;0;1;0;0;1;0;0;0;84011
25/02/2020;05;430;2538;689;847;417;106;18;4;3;2,25/02/2020;05;88;72;71;50;49;433;55;52;125;15;19;151;32;20;90;3;6;14;1;0;3;0;0;0;0;0;1;0;0;0;236577
25/02/2020;06;1394;7687;2657;3081;1506;392;72;4;9;12,25/02/2020;06;455;460;724;323;309;3054;305;363;1159;82;108;1218;165;128;605;43;27;147;6;3;20;1;0;3;1;1;9;0;0;7;1803176
25/02/2020;07;1828;11064;4416;5235;2708;697;143;7;10;17,25/02/2020;07;1247;1227;2450;933;815;9506;888;1009;3443;232;366;3803;546;428;1825;106;80;449;5;8;92;1;0;4;1;0;18;1;1;15;5455467
25/02/2020;08;1918;12228;5044;6148;3318;853;174;3;25;24,25/02/2020;08;1615;1621;3048;1210;1089;12669;1103;1290;4589;262;443;5183;656;625;2633;154;109;670;12;17;120;0;0;13;0;0;31;5;0;16;7458156
25/02/2020;09;1934;12136;5176;6446;3595;953;189;9;32;22,25/02/2020;09;1771;1692;3125;1299;1210;14080;1258;1397;4936;343;476;5704;802;618;3058;153;119;788;11;9;178;2;0;13;3;0;32;1;2;12;8330567
25/02/2020;10;1876;12139;5006;6247;3317;908;193;10;23;28,25/02/2020;10;1647;1728;2948;1237;1130;13243;1229;1325;4850;306;468;5562;720;601;2862;170;122;867;14;11;152;1;1;12;4;1;41;4;1;11;8104016
25/02/2020;11;1815;11290;4625;5701;3047;821;165;7;21;24,25/02/2020;11;1344;1473;2760;1205;1058;12066;1063;1237;4120;244;444;4809;595;511;2619;127;106;689;4;14;121;1;0;9;1;1;37;1;2;19;7106027
25/02/2020;12;1850;11235;4307;5332;2886;764;167;12;19;27,25/02/2020;12;1341;1422;2478;984;931;11282;919;1118;3874;250;418;4734;596;492;2253;134;104;608;13;13;133;0;0;8;3;1;25;0;1;17;6587509
25/02/2020;13;1698;10357;4005;5073;2677;703;168;5;18;13,25/02/2020;13;1206;1200;2329;927;842;10115;886;981;3525;214;350;4199;518;439;2232;105;92;593;8;8;113;0;0;11;1;2;25;3;0;16;6046964
25/02/2020;14;1816;10674;4137;4989;2522;705;164;9;15;16,25/02/2020;14;1202;1200;2509;966;908;10220;898;938;3612;209;322;4071;499;423;2020;108;84;547;10;5;100;2;2;8;2;1;32;0;1;17;5873875
25/02/2020;15;1911;11235;4306;5092;2687;732;127;7;23;16,25/02/2020;15;1294;1354;2817;1072;946;11391;990;1063;3711;230;362;4291;559;466;2189;80;85;527;11;8;107;2;0;14;2;0;22;1;0;11;6195587
25/02/2020;16;2297;12183;4641;5528;2978;729;140;11;17;18,25/02/2020;16;1496;1503;3573;1196;1126;13019;1053;1275;4412;270;419;5005;641;502;2441;112;98;612;8;6;129;2;1;12;1;1;27;2;1;17;7167900
25/02/2020;17;2437;13298;4816;6052;3032;771;146;6;15;9,25/02/2020;17;1648;1760;4095;1350;1180;14712;1206;1319;4900;302;506;5572;687;552;2766;133;105;625;12;12;149;1;2;4;1;1;28;1;0;11;7901254
25/02/2020;18;3076;15808;5843;7523;3608;815;170;8;23;16,25/02/2020;18;2060;2243;4931;1587;1382;17437;1529;1697;5716;368;570;6456;784;612;2892;156;126;621;8;10;137;2;1;11;3;2;22;2;0;11;8917226
25/02/2020;19;4524;21630;7750;9829;4592;1110;194;10;21;17,25/02/2020;19;2654;2819;5748;2104;1853;21242;1872;2096;7033;488;745;8090;975;764;3527;180;134;669;11;11;161;1;2;17;2;1;22;3;1;19;10897433
25/02/2020;20;4295;20778;6712;8904;4126;967;177;6;23;21,25/02/2020;20;2018;2220;4337;1568;1421;15468;1515;1708;5043;387;572;6157;776;649;2704;139;107;570;16;9;124;0;0;7;1;2;19;3;0;13;8304407
25/02/2020;21;3183;15932;4187;6351;2975;655;117;8;12;13,25/02/2020;21;1241;1372;2010;945;888;8508;839;959;2665;218;328;3540;469;342;1465;79;76;324;5;4;56;0;1;9;1;0;10;2;1;2;4583315
25/02/2020;22;1684;8752;2014;3407;1606;344;61;4;14;6,25/02/2020;22;488;522;724;396;319;3017;355;387;907;117;132;1411;182;166;643;47;38;155;1;2;39;0;0;3;0;1;7;2;0;5;1900022
25/02/2020;23;856;4701;971;1859;896;186;30;4;0;4,25/02/2020;23;194;189;224;135;147;1090;123;148;318;28;57;538;91;63;248;7;5;48;1;1;15;0;0;1;0;0;2;0;0;2;686035
26/02/2020;00;352;2041;633;828;403;78;13;1;1;2,26/02/2020;00;87;50;87;53;33;381;49;63;123;20;22;203;40;26;98;17;0;14;2;1;7;0;0;0;0;0;1;0;1;4;291222
26/02/2020;01;155;986;264;392;187;43;5;1;1;0,26/02/2020;01;35;22;29;42;18;152;17;19;57;5;14;86;10;10;38;4;1;8;1;0;2;0;0;0;0;0;0;0;0;1;111253
26/02/2020;02;123;678;190;267;126;39;4;0;1;0,26/02/2020;02;29;18;23;13;7;99;11;19;19;6;3;37;10;4;23;1;2;6;0;0;1;0;0;0;0;0;1;0;0;0;61787
26/02/2020;03;106;690;178;245;119;26;3;0;0;0,26/02/2020;03;27;20;30;13;15;110;16;14;31;2;6;46;10;4;24;1;2;5;0;0;3;0;0;0;0;0;0;0;0;0;68154
26/02/2020;04;165;962;222;344;168;43;6;1;1;3,26/02/2020;04;21;32;27;18;16;159;18;17;34;4;4;66;12;10;57;1;2;4;0;0;0;0;0;2;0;0;1;0;0;0;100529
26/02/2020;05;459;2723;634;903;420;112;17;3;0;5,26/02/2020;05;95;88;75;65;43;461;45;48;141;17;11;161;29;21;84;4;3;26;3;0;5;0;0;1;0;0;1;1;0;0;258960
26/02/2020;06;1386;7551;2629;3005;1440;378;74;6;14;13,26/02/2020;06;483;436;775;349;307;3032;271;350;1202;84;127;1217;189;143;622;39;24;154;1;1;29;0;0;4;0;2;5;0;0;2;1808129
26/02/2020;07;1735;10810;4361;5128;2704;671;130;11;19;14,26/02/2020;07;1254;1257;2272;918;766;9141;847;954;3281;228;306;3774;492;365;1835;108;62;406;11;5;84;2;0;7;1;0;24;1;1;13;5241653
26/02/2020;08;1926;12244;5210;6071;3236;788;188;4;21;27,26/02/2020;08;1768;1725;2915;1248;1067;12584;1135;1325;4661;274;429;5228;678;561;2569;153;98;624;15;11;131;1;2;12;3;0;23;2;1;12;7347515
26/02/2020;09;1919;12271;5077;6285;3306;885;164;5;20;25,26/02/2020;09;1867;1760;2786;1404;1176;13164;1244;1390;4915;322;483;5691;706;593;2847;175;129;681;11;10;128;2;0;14;3;1;30;4;2;17;7941615
26/02/2020;10;1824;11953;4775;5976;3237;897;204;7;21;25,26/02/2020;10;1730;1740;2913;1254;1144;13113;1172;1337;4450;305;479;5315;738;603;2751;174;129;739;17;21;140;2;2;10;1;2;21;2;0;19;7753651
26/02/2020;11;1844;11449;4701;5868;3115;827;168;6;14;22,26/02/2020;11;1089;1612;2772;1197;1100;12299;1094;1301;4419;257;485;5077;644;564;2535;133;123;647;13;13;132;4;2;23;0;0;18;2;2;12;7248698
26/02/2020;12;1775;11193;4355;5413;2931;807;140;5;16;19,26/02/2020;12;1056;1493;2634;1101;1057;11571;1001;1237;3982;262;438;4652;640;489;2327;113;115;627;15;11;141;1;1;12;2;1;13;3;2;18;6758884
26/02/2020;13;1869;11105;4146;5217;2745;716;150;10;14;27,26/02/2020;13;1057;1490;2555;1024;1020;11027;985;1203;3816;270;369;4290;583;475;2240;101;122;543;13;14;106;4;1;7;2;1;21;4;2;18;6362629
26/02/2020;14;1859;11210;4307;5397;2727;684;135;5;16;13,26/02/2020;14;951;1431;2765;1076;994;11048;899;1147;3655;239;397;4314;585;485;2049;119;117;523;11;10;111;0;1;7;1;2;25;1;2;17;6214784
26/02/2020;15;2041;11902;4322;5399;2752;731;152;6;23;19,26/02/2020;15;1122;1575;3129;1067;1082;12159;1001;1209;3956;269;410;4682;589;485;2341;111;104;546;4;7;109;2;1;14;2;1;23;2;1;13;6669147
26/02/2020;16;2172;12225;4706;5742;2836;792;170;8;10;13,26/02/2020;16;1276;1695;3443;1209;1239;13502;1111;1365;4572;280;457;5107;628;550;2413;135;103;595;12;11;116;0;1;14;0;1;17;1;0;12;7263337
26/02/2020;17;2395;12730;4854;6073;2994;760;143;8;16;14,26/02/2020;17;1417;1850;3962;1341;1244;14855;1271;1451;4846;314;493;5606;677;604;2617;135;103;589;9;13;117;0;0;13;1;2;32;5;1;19;7891294
26/02/2020;18;3004;15506;5993;7559;3698;822;173;12;19;15,26/02/2020;18;1694;2477;5095;1759;1709;18938;1595;1940;6236;431;697;7080;855;702;3109;165;109;688;14;12;123;0;0;15;2;2;19;5;3;15;9730450
26/02/2020;19;4439;21591;7647;9927;4601;1001;211;14;18;18,26/02/2020;19;2059;2980;5846;2136;1991;21767;1973;2288;7274;464;802;8417;1049;828;3497;189;145;698;9;13;157;1;0;20;1;1;17;0;2;11;11177356
26/02/2020;20;4458;20964;6611;9051;4088;939;169;11;16;18,26/02/2020;20;1953;2343;4140;1606;1525;16053;1466;1774;5148;399;564;6100;818;629;2736;150;108;565;15;11;142;5;3;14;3;1;17;3;0;11;8456840
26/02/2020;21;2942;15075;4302;6222;2947;650;122;14;18;21,26/02/2020;21;990;1351;2036;923;854;8324;852;964;2633;250;379;3386;469;349;1445;97;69;316;4;5;55;1;0;6;0;1;9;1;1;6;4534990
26/02/2020;22;1514;8170;1912;3306;1456;377;67;12;6;10,26/02/2020;22;410;527;666;413;359;3126;381;392;1069;98;134;1382;190;133;622;36;43;123;2;2;22;2;1;3;1;1;3;0;1;2;1839077
26/02/2020;23;742;4307;919;1736;770;170;37;6;6;3,26/02/2020;23;205;233;214;167;155;1078;156;157;342;52;54;543;92;57;241;16;14;56;3;2;10;0;1;0;0;0;0;0;1;2;716230
27/02/2020;00;376;2015;631;792;382;85;13;5;1;2,27/02/2020;00;116;114;99;75;70;438;77;70;151;20;21;202;36;38;108;7;8;17;1;1;3;0;1;0;0;0;1;0;1;0;302396
27/02/2020;01;165;882;229;347;198;41;6;1;1;1,27/02/2020;01;67;65;41;40;32;228;28;29;43;9;6;99;24;11;37;3;5;12;2;0;3;0;0;0;0;0;0;0;0;1;138696
27/02/2020;02;112;711;169;253;127;28;4;2;0;0,27/02/2020;02;46;50;26;26;19;110;24;25;43;2;7;59;14;13;26;2;3;3;0;0;1;0;1;0;0;0;0;0;0;0;83862
27/02/2020;03;89;631;167;225;124;31;3;0;0;0,27/02/2020;03;27;30;24;18;16;109;16;22;32;4;4;38;11;6;26;5;2;5;0;0;2;0;0;0;0;0;1;0;0;0;73977
27/02/2020;04;166;964;227;347;178;34;18;0;0;0,27/02/2020;04;42;35;27;24;26;168;23;25;51;8;3;75;15;6;27;2;2;10;0;2;1;0;0;0;0;0;1;0;0;0;102678
27/02/2020;05;471;2416;674;810;381;100;15;0;4;1,27/02/2020;05;80;89;79;54;54;550;50;73;180;13;25;204;40;34;91;6;4;28;0;0;6;0;0;1;0;0;1;0;0;0;306636
