ref_date;interval;L50;L100;L200;L250;L500;L1000;L1500;L2000;L2500;L5000,SDATE;INTERVAL;R<50-25%;R<50-75%;R50;R<100-25%;R<100-75%;R100;R<200-25%;R<200-75%;R200;R<250-25%;R<250-75%;R250;R<500-25%;R<500-75%;R500;R<1000-25%;R<1000-75%;R1000;R<1500-25%;R<1500-75%;R1500;R<2000-25%;R<2000-75%;R2000;R<2500-25%;R<2500-75%;R2500;R<5000-25%;R<5000-75%;R5000;SUM_CENTS_PRINCIPAL
01/02/2020;20;9526;16778;6150;7940;4167;593;121;11;50;6,01/02/2020;19;2492;3037;11350;1954;1815;19873;1783;2032;6939;430;698;7523;856;763;3484;106;73;530;2;10;107;2;0;9;1;3;47;2;2;5;10423990
01/02/2020;21;7173;12910;4126;5870;3006;476;96;8;49;1,01/02/2020;20;2065;2480;8239;1526;1594;15214;1342;1641;5097;365;539;5762;645;549;2690;80;68;384;5;3;87;1;0;8;1;2;38;1;0;2;7934471
01/02/2020;22;4277;8075;2190;3356;1772;295;52;6;24;3,01/02/2020;21;1349;1425;4447;1031;946;9113;938;1026;2897;239;351;3523;460;393;1709;49;45;254;3;8;40;1;1;3;2;1;22;0;0;2;4876544
01/02/2020;23;2063;4427;1056;1825;916;171;19;4;9;1,01/02/2020;22;681;659;1693;504;433;3845;423;464;1265;105;159;1589;187;184;849;24;19;121;4;2;19;0;0;0;1;0;15;0;0;3;2213343
02/02/2020;00;1107;2424;799;1006;540;82;7;3;8;2,01/02/2020;23;219;265;472;192;146;1317;145;179;425;42;48;596;99;64;255;16;7;52;0;0;7;0;0;1;0;0;6;0;0;1;780282
02/02/2020;01;543;1350;309;493;298;49;8;2;2;1,02/02/2020;00;101;93;174;85;69;469;73;59;172;23;25;219;37;36;145;7;1;17;1;0;2;0;0;0;0;0;2;0;0;0;320873
02/02/2020;02;407;877;247;310;189;35;2;1;1;0,02/02/2020;01;43;38;70;16;25;200;23;29;64;6;16;92;21;7;52;6;1;10;0;1;2;0;0;0;0;0;2;0;0;0;136419
02/02/2020;03;288;688;201;276;164;19;5;0;1;0,02/02/2020;02;35;24;49;11;12;104;12;19;42;5;5;46;7;5;30;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;65701
02/02/2020;04;377;882;225;332;186;37;2;0;1;0,02/02/2020;03;23;25;40;18;4;78;10;20;41;6;3;43;7;7;29;1;0;3;1;0;1;0;0;0;0;0;0;0;0;0;63987
02/02/2020;05;850;1890;496;682;364;49;10;1;4;0,02/02/2020;04;32;35;49;18;22;140;25;16;47;10;4;54;10;11;40;5;0;3;0;1;1;0;0;0;0;0;0;0;0;0;89516
02/02/2020;06;2703;5559;2003;2322;1247;197;24;3;14;0,02/02/2020;05;64;66;118;47;44;321;27;42;91;5;10;125;21;15;78;3;4;16;0;0;0;0;0;1;0;0;1;0;0;0;188449
02/02/2020;07;4403;9108;3845;4366;2391;389;75;5;39;4,02/02/2020;06;315;296;621;191;218;1398;182;213;526;47;53;551;92;69;317;11;11;36;0;2;10;0;0;0;0;1;6;0;0;2;853632
02/02/2020;08;4233;9689;4164;5075;2894;452;96;2;48;2,02/02/2020;07;881;902;2869;605;556;5344;571;693;2160;155;206;2187;306;254;1141;40;35;166;1;4;37;0;2;2;2;1;20;2;0;3;3196981
02/02/2020;09;4120;9388;4037;5023;3019;450;100;7;49;5,02/02/2020;08;1354;1446;4961;966;902;9534;903;1068;3672;233;336;3879;517;427;1957;63;56;324;7;6;69;0;4;5;1;0;28;2;1;3;5506739
02/02/2020;10;4345;9462;4028;5023;2855;476;86;2;52;5,02/02/2020;09;1385;1498;5330;1037;936;10298;937;1108;3794;281;381;3952;518;438;2096;62;46;342;6;4;92;0;3;2;2;4;41;1;2;3;5832581
02/02/2020;11;4531;9862;4113;5074;2826;478;109;6;40;5,02/02/2020;10;1378;1542;5255;1093;899;10475;962;1118;3641;204;372;3934;506;434;2053;53;45;351;8;5;73;3;1;12;0;1;46;0;0;5;5773517
02/02/2020;12;5069;10656;4160;5072;2893;482;106;10;51;5,02/02/2020;11;1340;1455;4911;1024;950;9969;919;1016;3480;221;321;3799;462;391;1916;66;40;299;6;4;89;0;2;2;0;1;25;0;0;2;5381537
02/02/2020;13;5837;11722;4583;5601;3071;435;112;5;45;2,02/02/2020;12;1454;1569;5387;1018;972;10439;954;1061;3576;252;368;3954;485;420;1974;61;48;308;7;5;62;2;2;5;1;1;40;1;0;6;5642483
02/02/2020;14;5515;12131;4784;5493;3060;512;100;5;45;3,02/02/2020;13;1416;1696;5542;1117;952;11155;1005;1093;3765;230;321;4030;508;405;1985;65;54;348;2;3;63;4;0;5;1;0;38;1;0;3;5809547
02/02/2020;15;5426;12081;4726;5613;3057;449;101;6;45;1,02/02/2020;14;1581;1650;5919;1091;1000;11348;986;1155;3919;269;383;4359;540;415;2096;58;35;311;2;8;72;2;2;3;2;1;27;0;0;0;5977229
02/02/2020;16;5592;12238;4674;5632;3053;480;93;9;52;4,02/02/2020;15;1499;1698;6294;1193;1044;11580;1016;1110;3931;242;408;4347;503;371;2082;72;56;300;7;11;67;0;1;9;4;0;39;1;1;0;6058770
02/02/2020;17;5654;12397;4955;5656;3088;499;99;9;55;3,02/02/2020;16;1644;1814;6526;1198;1083;12240;1048;1234;4091;264;367;4387;551;413;2097;69;54;345;6;3;65;1;0;12;0;1;29;0;0;5;6264870
02/02/2020;18;6685;13725;5502;6414;3502;521;108;5;65;4,02/02/2020;17;1180;1606;5282;1096;954;10475;1009;1174;3758;263;388;3834;480;386;1860;61;39;265;6;4;57;2;1;5;1;3;33;0;0;4;5520409
02/02/2020;19;9489;17004;6619;7918;4016;577;127;8;46;2,02/02/2020;18;940;1543;4803;1100;1052;10195;1115;1282;3690;257;425;4058;548;422;1745;58;44;285;11;9;56;0;3;1;1;0;37;0;0;1;5553939
02/02/2020;20;9082;15812;5560;7004;3653;472;107;6;43;4,02/02/2020;19;1006;1950;5484;1351;1267;11690;1357;1397;4263;300;498;4828;641;530;2182;84;50;297;9;7;66;0;0;6;0;0;22;2;0;1;6477733
02/02/2020;21;6578;11497;3632;4944;2534;353;76;4;41;0,02/02/2020;20;818;1525;3758;1082;958;8562;1031;1190;3074;270;363;3721;520;409;1638;60;38;233;4;5;48;1;2;4;0;2;23;0;0;1;4902930
02/02/2020;22;3631;6554;1452;2361;1132;207;33;4;14;2,02/02/2020;21;456;725;1598;510;492;4124;579;585;1459;165;231;1808;257;212;762;27;34;131;3;2;35;0;1;4;0;0;19;0;0;1;2456645
02/02/2020;23;1610;3231;731;1172;605;77;22;2;9;0,02/02/2020;22;10;2;1;1;1;3;1;0;1;0;0;2;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3734
03/02/2020;00;789;1688;493;615;317;63;9;3;3;0,02/02/2020;23;4;1;0;0;1;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;819
03/02/2020;01;374;839;219;302;180;35;4;2;4;0,03/02/2020;00;3;2;1;1;0;2;0;0;0;0;0;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2416
03/02/2020;02;309;625;162;184;135;18;3;1;2;0,03/02/2020;02;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80
03/02/2020;03;258;604;160;209;112;15;2;0;0;0,03/02/2020;03;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43
03/02/2020;04;350;784;190;255;122;26;5;0;0;0,03/02/2020;04;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;504
03/02/2020;05;991;1990;457;601;356;61;13;0;2;0,03/02/2020;05;3;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;342
03/02/2020;06;2558;5639;1822;2053;1179;172;28;4;15;3,03/02/2020;06;6;5;1;0;0;3;1;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2108
03/02/2020;07;3566;8368;3084;3527;1940;277;60;2;40;0,03/02/2020;07;8;4;1;2;4;3;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1836
03/02/2020;08;3612;8770;3411;3723;2202;317;58;2;32;5,03/02/2020;08;6;3;7;3;3;13;0;0;6;0;0;1;0;0;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;7190
03/02/2020;09;3575;8773;3220;3692;2147;324;65;4;51;4,03/02/2020;09;8;2;9;0;0;13;1;0;4;0;0;7;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6461
03/02/2020;10;3396;8011;2942;3346;2055;324;61;2;39;2,03/02/2020;10;8;5;4;2;1;8;0;1;3;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3494
03/02/2020;11;3486;8763;3415;4049;2614;379;110;6;55;3,03/02/2020;11;20296;10608;21091;9111;4919;41158;5807;5296;14104;1600;1373;15491;2534;1880;9227;383;305;1623;40;49;334;14;3;38;10;13;174;0;0;12;25134164
03/02/2020;12;3778;9490;3913;4870;3137;500;110;11;61;2,03/02/2020;12;4769;2945;6919;1806;1472;13284;1315;1444;4570;353;481;4936;722;556;2845;108;98;532;12;11;88;3;4;12;3;3;50;1;0;7;7732840
03/02/2020;13;3594;9052;3813;4659;2866;465;104;7;61;5,03/02/2020;13;4540;2894;6651;1830;1445;13553;1390;1416;4322;333;483;5035;772;590;3013;123;106;496;11;19;120;2;1;19;4;5;85;1;0;4;7958072
03/02/2020;14;3946;9235;3702;4720;2875;507;96;6;49;1,03/02/2020;14;2882;2152;5749;1515;1277;12743;1232;1413;4242;313;434;4976;722;523;2891;113;96;515;17;13;116;7;0;15;4;2;77;1;0;7;7578100
03/02/2020;15;4309;9896;3843;4705;2947;485;100;2;71;5,03/02/2020;15;1140;1659;5109;1056;1083;10839;995;1132;3824;221;430;4227;587;492;2386;68;51;443;14;8;80;2;1;4;5;0;51;0;0;3;6294322
03/02/2020;16;4789;10857;4348;5165;3020;514;121;7;56;3,03/02/2020;16;1310;1920;6504;1232;1189;12587;1126;1289;4324;282;443;4862;608;554;2596;82;58;435;12;10;86;2;3;5;0;1;52;0;0;3;7043570
03/02/2020;17;5474;11515;4612;5677;3188;486;124;6;50;2,03/02/2020;17;1497;2166;7285;1384;1375;13804;1208;1488;4638;299;524;5063;632;584;2732;78;69;458;18;11;114;2;2;17;0;3;44;1;0;5;7611121
03/02/2020;18;6822;14026;5604;6952;3856;565;136;11;63;13,03/02/2020;18;2026;2748;9143;1689;1772;16546;1466;1807;5638;382;604;6198;772;628;3008;97;78;488;10;13;105;3;2;11;3;1;57;2;0;6;8926538
03/02/2020;19;9714;17650;7253;8457;4631;715;167;12;70;6,03/02/2020;19;2274;3316;10636;1884;2041;19061;1842;2247;6461;470;714;7067;936;798;3597;107;99;568;9;7;120;3;1;9;1;2;42;1;0;3;10341952
03/02/2020;20;9210;16445;5796;7454;3915;609;114;11;69;5,03/02/2020;20;1708;2596;7071;1547;1489;13386;1334;1660;4295;362;566;5300;723;574;2640;90;55;395;11;10;81;2;1;11;2;3;56;0;0;3;7511169
03/02/2020;21;6437;11885;3533;5182;2802;453;95;6;43;3,03/02/2020;21;1230;1529;3511;922;900;7338;843;905;2316;192;330;2904;406;410;1516;40;45;226;6;7;50;1;1;3;1;1;32;0;0;1;4225840
03/02/2020;22;3144;6367;1535;2700;1400;208;43;5;21;4,03/02/2020;22;500;665;1099;379;370;2502;310;355;761;74;125;1089;162;143;520;18;25;85;1;4;20;0;0;7;2;1;8;0;0;0;1526579
03/02/2020;23;1231;2875;588;1199;666;111;22;2;8;2,03/02/2020;23;130;150;286;102;96;764;90;98;262;25;36;328;60;48;162;7;8;27;0;0;10;0;0;1;0;1;4;0;0;1;482272
04/02/2020;00;654;1575;509;632;347;52;6;1;6;0,04/02/2020;00;49;53;111;45;29;319;38;44;87;6;19;139;25;21;85;2;1;6;1;1;1;0;0;1;0;0;1;0;0;0;191941
04/02/2020;01;272;718;198;297;164;35;5;3;4;0,04/02/2020;01;27;23;52;23;13;178;19;17;46;4;10;68;16;8;35;2;0;4;0;0;1;0;0;0;0;0;1;0;0;0;94385
04/02/2020;02;262;571;151;210;126;29;7;2;1;0,04/02/2020;02;19;26;50;27;12;132;11;19;47;2;3;53;10;5;31;4;2;8;0;1;0;0;0;0;0;0;1;0;0;0;84995
04/02/2020;03;244;611;153;195;129;31;3;1;3;0,04/02/2020;03;14;26;34;16;13;104;17;16;35;1;5;39;7;8;20;1;3;5;0;0;4;0;0;0;0;0;1;0;0;0;70734
04/02/2020;04;429;854;187;298;193;22;5;0;4;0,04/02/2020;04;32;24;69;23;23;148;16;22;49;5;2;73;14;8;49;0;3;7;0;1;1;0;0;0;0;0;1;0;0;0;105299
04/02/2020;05;1174;2213;568;817;432;93;13;2;8;0,04/02/2020;05;91;112;197;69;66;503;68;77;161;15;28;187;32;29;110;4;3;22;0;0;6;0;0;0;0;1;2;0;0;0;307087
04/02/2020;06;3060;6602;2308;2643;1479;240;46;3;26;1,04/02/2020;06;418;646;1520;352;381;3030;360;412;1253;83;121;1231;202;180;630;33;27;104;4;6;21;1;0;3;0;0;12;0;0;0;1869885
04/02/2020;07;4164;9868;4067;4714;2744;462;89;7;57;3,04/02/2020;07;1078;1604;4599;991;1033;9363;957;1163;3462;246;364;3582;498;458;1831;63;59;304;8;8;67;1;0;7;1;1;35;0;0;2;5338451
04/02/2020;08;4371;10912;4815;5591;3382;585;117;7;61;2,04/02/2020;08;1499;2118;5905;1390;1351;12962;1238;1577;4662;333;548;5022;702;595;2697;84;85;457;14;7;112;3;2;14;1;2;51;1;2;2;7503228
04/02/2020;09;4326;10736;4642;5658;3498;565;130;2;68;6,04/02/2020;09;1488;2121;6046;1369;1389;13520;1332;1665;4770;367;589;5481;762;637;3083;91;78;489;12;11;132;3;1;10;4;1;55;0;1;5;8053011
04/02/2020;10;4271;10790;4567;5649;3478;583;113;9;78;5,04/02/2020;10;1444;2108;5922;1313;1428;13433;1307;1513;4625;308;572;5108;742;606;3009;102;90;550;15;11;121;6;3;9;2;3;52;0;1;6;7887368
04/02/2020;11;4027;10361;4414;5318;3375;532;101;10;54;4,04/02/2020;11;1380;1932;5391;1269;1340;11910;1250;1454;4267;281;520;4957;704;564;2775;87;67;500;10;11;116;4;1;13;1;1;51;1;0;9;7304701
04/02/2020;12;4051;9912;4009;4981;3028;480;107;5;55;11,04/02/2020;12;1237;1778;4877;1089;1209;11113;1093;1283;4021;287;455;4466;620;559;2552;70;71;450;10;12;96;1;1;14;3;5;56;1;1;4;6713460
04/02/2020;13;3932;9804;3788;4839;2966;464;110;6;50;4,04/02/2020;13;1136;1635;4571;1015;1069;10355;1003;1179;3501;236;410;4106;573;484;2302;85;61;417;8;5;91;2;3;7;0;1;39;1;1;2;6053082
04/02/2020;14;4130;10346;3907;5049;3011;470;127;7;52;9,04/02/2020;14;1223;1764;4791;1060;1093;10460;957;1167;3667;233;367;3998;575;476;2281;79;61;411;4;10;100;5;2;12;0;2;40;0;1;3;6084115
04/02/2020;15;4372;10747;4123;5039;2976;522;100;7;58;10,04/02/2020;15;1260;1705;5329;1097;1131;11095;979;1178;3791;241;398;4239;575;525;2430;85;65;409;9;6;86;5;2;8;2;3;52;1;1;5;6397426
04/02/2020;16;4767;10828;4267;5058;2926;455;112;5;58;5,04/02/2020;16;1339;1977;6468;1291;1248;12529;1114;1291;4313;247;428;4424;577;496;2320;77;69;402;12;9;91;2;3;3;2;2;64;1;0;1;6754618
04/02/2020;17;5493;10961;4579;5416;3035;502;122;8;55;4,04/02/2020;17;1446;2063;7289;1302;1389;13891;1231;1455;4696;316;465;5107;625;526;2545;75;63;440;8;10;84;5;1;3;1;3;43;0;0;6;7393364
04/02/2020;18;6627;13353;5660;6617;3612;596;135;6;60;7,04/02/2020;18;1911;2725;9472;1750;1766;17897;1624;1904;6023;385;625;6403;754;617;3180;100;63;491;13;2;132;1;3;6;3;1;52;0;0;3;9298087
04/02/2020;19;9706;17872;7318;8793;4606;673;134;7;77;4,04/02/2020;19;2279;3548;11518;2073;2103;20156;1968;2304;6884;493;758;7793;971;773;3456;103;85;527;12;10;100;3;0;9;3;1;65;0;1;5;10740246
04/02/2020;20;8841;16244;6197;8078;4138;603;143;9;71;2,04/02/2020;20;1892;2600;7864;1654;1555;14682;1554;1795;4818;370;583;5800;751;634;2663;79;60;448;5;8;82;1;0;7;0;3;48;3;0;2;8035628
04/02/2020;21;6721;12308;3857;5531;3010;442;101;8;47;3,04/02/2020;21;1106;1517;4034;976;922;8137;866;1066;2570;249;379;3287;488;377;1528;45;31;225;7;3;50;0;0;6;0;3;26;1;0;1;4527466
04/02/2020;22;3557;7046;1848;3030;1692;293;51;3;18;2,04/02/2020;22;509;634;1338;416;371;3232;350;444;978;112;147;1414;209;189;616;18;28;104;3;2;18;1;0;1;0;2;9;0;0;2;1873246
04/02/2020;23;1554;3459;784;1465;757;129;18;0;9;1,04/02/2020;23;160;209;405;112;127;957;127;123;283;34;55;436;71;74;216;10;12;27;0;0;7;0;0;1;0;0;4;0;0;0;594692
05/02/2020;00;791;1775;581;719;362;66;8;2;6;0,05/02/2020;00;53;80;159;60;63;410;50;46;132;11;16;157;30;27;84;4;2;10;2;0;1;2;0;0;0;0;2;0;0;0;236914
05/02/2020;01;390;828;223;339;199;39;2;0;2;0,05/02/2020;01;27;39;75;19;30;173;18;24;68;3;5;79;12;11;55;2;2;6;1;0;3;0;0;0;0;0;1;0;0;0;121496
05/02/2020;02;301;666;197;249;167;26;6;0;2;0,05/02/2020;02;25;24;43;17;15;121;21;10;40;4;7;39;12;8;30;2;1;5;0;0;2;0;0;0;0;0;0;0;0;0;74603
05/02/2020;03;319;637;158;211;131;23;2;0;0;2,05/02/2020;03;21;26;41;19;17;142;9;11;43;5;2;43;8;15;22;2;2;14;1;0;1;0;0;0;1;0;2;0;0;2;100630
05/02/2020;04;477;909;218;310;175;27;12;0;3;1,05/02/2020;04;34;20;77;26;20;154;19;19;53;3;11;75;7;8;40;2;2;9;0;1;2;1;0;0;0;0;1;0;0;0;108001
05/02/2020;05;1328;2300;516;739;444;83;10;0;4;1,05/02/2020;05;83;108;215;70;60;423;62;50;167;14;22;183;40;24;80;5;9;19;1;0;7;0;0;0;0;0;1;0;0;0;279099
05/02/2020;06;3506;6525;2287;2630;1487;217;70;7;27;3,05/02/2020;06;417;542;1517;360;347;3042;312;394;1183;77;118;1240;206;155;608;30;27;89;4;6;27;1;1;1;0;0;11;0;0;0;1806401
05/02/2020;07;4601;9812;4138;4798;2732;448;93;3;46;2,05/02/2020;07;1098;1504;4664;1003;976;9002;871;1033;3385;218;335;3446;500;430;1811;71;47;301;6;11;74;2;0;3;2;1;39;0;0;4;5199261
05/02/2020;08;4626;10863;4887;5617;3356;536;133;3;51;3,05/02/2020;08;1405;1897;5887;1262;1128;12412;1227;1420;4458;281;454;4997;658;578;2607;83;76;478;10;13;109;2;3;11;1;3;41;1;0;5;7221942
05/02/2020;09;4457;10801;4724;5604;3528;582;131;5;71;4,05/02/2020;09;1461;1925;6023;1213;1226;12691;1207;1449;4652;329;472;4989;702;599;2804;125;103;491;13;9;88;2;2;8;2;3;63;0;1;2;7500030
05/02/2020;10;4316;10371;4624;5493;3347;554;119;6;67;8,05/02/2020;10;1417;1842;5774;1252;1262;12268;1143;1375;4377;296;461;4920;678;569;2702;96;69;484;6;11;95;2;1;10;2;2;59;1;1;6;7237821
05/02/2020;11;4253;10107;4349;5205;3175;524;131;7;69;4,05/02/2020;11;1341;1810;5488;1233;1085;11665;1115;1298;4113;307;450;4378;665;569;2707;76;54;456;8;12;114;3;1;7;1;0;57;1;0;2;6875241
05/02/2020;12;4198;10018;4154;4916;2982;507;118;9;74;7,05/02/2020;12;1240;1657;5136;1090;993;10947;1021;1242;3828;258;417;4112;595;490;2477;61;70;416;8;10;95;5;4;6;1;1;50;0;0;5;6363286
05/02/2020;13;4332;9720;4003;4712;2912;501;81;7;58;1,05/02/2020;13;1159;1536;4952;985;942;10282;944;1101;3527;262;353;3920;541;428;2275;68;77;397;6;9;97;0;2;5;1;1;59;0;0;1;5949635
05/02/2020;14;4514;9883;3984;4757;2766;472;127;5;64;1,05/02/2020;14;1171;1554;5047;1034;986;10382;995;1117;3835;230;370;4084;512;471;2169;69;78;429;9;9;96;2;6;9;4;1;40;2;1;2;6064328
05/02/2020;15;4785;10131;4128;4746;2747;492;101;6;52;2,05/02/2020;15;1193;1648;5449;1089;952;11010;960;1174;3869;237;344;4083;536;463;2152;77;64;351;7;4;97;3;0;10;0;2;44;0;0;3;6054352
05/02/2020;16;4809;10481;4393;5084;2874;472;106;5;57;2,05/02/2020;16;1375;1786;6408;1210;1139;12408;1099;1302;4282;256;406;4313;603;465;2473;71;63;390;9;10;101;0;0;6;6;2;39;1;0;3;6692557
05/02/2020;17;5150;11153;4438;5306;2993;463;118;0;55;4,05/02/2020;17;1500;2013;7598;1290;1239;13653;1145;1356;4875;324;478;5063;601;553;2505;84;67;465;15;11;101;1;0;12;0;3;43;1;0;2;7412183
05/02/2020;18;6725;13498;5486;6392;3550;547;128;5;56;6,05/02/2020;18;1808;2510;9335;1537;1547;16894;1461;1678;5607;391;560;6033;750;636;2887;98;88;489;18;7;85;0;0;9;0;1;54;1;0;2;8716207
05/02/2020;19;9750;17433;7045;8678;4401;637;159;5;77;2,05/02/2020;19;2349;3187;11447;2017;1933;19984;1979;2174;7066;441;686;7385;900;815;3509;111;78;557;18;10;85;2;0;8;2;2;64;2;0;1;10580873
05/02/2020;20;9374;16415;6062;7921;4036;624;120;8;57;4,05/02/2020;20;1844;2411;8017;1562;1500;15197;1453;1683;5093;343;523;5879;716;550;2715;83;68;390;6;8;80;3;1;8;0;0;44;1;1;4;8024872
05/02/2020;21;7203;13389;4083;5885;3126;507;107;12;44;1,05/02/2020;21;1198;1478;4236;1021;927;8802;923;1036;2788;243;367;3517;508;391;1781;52;53;296;2;6;61;3;3;6;1;2;29;1;1;4;4993801
05/02/2020;22;3675;7207;1833;3065;1592;256;54;6;23;4,05/02/2020;22;483;582;1489;365;368;3169;346;433;998;96;141;1354;188;152;709;32;15;131;2;5;17;0;0;3;1;0;14;0;0;1;1906372
05/02/2020;23;1589;3504;760;1524;781;131;23;4;15;0,05/02/2020;23;171;200;366;127;130;972;100;128;318;34;47;460;71;54;224;8;3;43;0;0;7;0;0;0;0;1;11;0;0;0;623140
06/02/2020;00;794;1644;517;717;383;65;11;1;6;1,06/02/2020;00;82;82;161;71;55;456;62;58;147;16;18;198;40;31;111;9;3;18;0;1;2;0;0;0;0;0;4;0;0;0;292752
06/02/2020;01;413;805;224;360;216;35;5;0;2;0,06/02/2020;01;39;29;69;16;18;188;22;33;66;9;9;106;13;10;56;2;6;4;2;0;1;0;0;0;0;0;0;0;0;0;128613
06/02/2020;02;275;604;177;237;113;31;1;0;3;0,06/02/2020;02;29;18;45;13;11;102;15;20;56;1;3;58;6;9;33;1;1;9;0;1;1;0;0;1;0;0;0;0;0;0;84314
06/02/2020;03;291;598;159;238;128;30;3;1;3;0,06/02/2020;03;19;19;46;15;15;162;7;12;33;3;1;47;10;11;28;0;1;10;1;0;0;0;0;0;0;0;1;0;0;0;79773
06/02/2020;04;424;915;204;287;168;28;5;2;3;0,06/02/2020;04;43;24;70;18;28;175;21;20;67;4;2;76;15;12;32;2;3;8;0;0;2;0;0;0;0;0;0;0;0;0;105876
06/02/2020;05;1235;2172;544;686;404;62;8;3;6;1,06/02/2020;05;55;86;209;52;60;495;47;46;157;13;20;195;28;24;76;5;5;13;2;2;4;0;0;0;0;0;1;0;0;0;263964
06/02/2020;06;3475;6256;2223;2593;1439;239;47;5;36;2,06/02/2020;06;357;470;1403;276;291;2839;284;360;1030;100;121;1160;150;123;583;13;16;96;2;1;24;2;0;1;0;1;7;0;0;0;1633743
06/02/2020;07;4750;9941;4046;4875;2755;453;106;2;55;2,06/02/2020;07;1060;1437;4237;907;875;8694;861;981;3221;218;310;3565;471;397;1788;65;53;297;11;9;82;2;1;2;0;4;35;1;0;3;5072923
06/02/2020;08;4835;10902;4754;5635;3376;546;116;5;62;2,06/02/2020;08;1262;1707;5504;1148;1091;11138;1170;1379;4163;269;423;4611;631;485;2565;81;75;422;8;6;104;3;1;8;1;3;55;1;0;2;6736563
06/02/2020;09;4799;10846;4594;5678;3375;561;135;2;72;1,06/02/2020;09;1350;1832;5573;1167;1103;11738;1118;1288;4139;292;440;4691;623;561;2703;77;63;458;9;8;108;1;1;12;0;3;63;0;0;2;6965288
06/02/2020;10;4476;10608;4457;5584;3223;573;126;14;72;5,06/02/2020;10;1331;1701;5704;1144;1063;11952;1068;1297;4321;269;457;4786;658;541;2728;82;59;531;7;9;98;2;0;6;2;2;60;0;0;5;7105640
06/02/2020;11;4404;10100;4305;5157;3136;540;127;5;92;5,06/02/2020;11;1258;1677;5335;1123;1074;11386;1036;1202;3899;276;399;4469;631;479;2697;78;71;459;11;12;83;3;1;9;1;2;77;2;1;1;6744510
06/02/2020;12;4303;9982;4024;5013;3062;494;115;12;44;4,06/02/2020;12;1191;1568;4786;1051;967;10592;953;1118;3579;258;404;4205;558;496;2471;97;55;464;11;7;86;1;0;11;0;0;48;0;1;0;6239310
06/02/2020;13;4166;9472;3725;4666;2664;429;89;7;38;3,06/02/2020;13;1091;1454;4626;1012;928;10013;922;1047;3383;246;344;4027;520;432;2143;56;68;348;7;8;61;2;1;9;1;3;52;2;0;3;5707911
06/02/2020;14;4275;9450;3681;4558;2889;472;107;10;50;4,06/02/2020;14;1144;1409;4829;950;851;9779;906;1005;3451;236;354;3793;545;490;2107;88;61;385;8;9;93;0;1;6;6;1;27;0;0;6;5690489
06/02/2020;15;4344;9687;3855;4592;2688;419;87;3;47;4,06/02/2020;15;1153;1439;4943;995;953;10067;958;1021;3499;202;341;3856;523;418;2139;71;50;401;4;3;72;2;0;8;2;1;32;2;2;1;5688578
06/02/2020;16;4700;10020;4066;4969;2946;451;112;6;67;3,06/02/2020;16;1194;1600;5936;1081;989;11406;1029;1192;3797;246;377;4309;564;428;2236;68;63;369;12;7;84;1;1;13;1;4;54;0;0;6;6270852
06/02/2020;17;5130;10742;4277;5406;3010;481;103;7;50;2,06/02/2020;17;1423;1841;6703;1244;1113;12742;1144;1265;4459;273;454;4835;628;483;2551;68;72;422;9;10;89;0;3;7;3;0;55;0;1;0;7021906
06/02/2020;18;6431;13027;5267;6585;3793;575;129;5;62;6,06/02/2020;18;1746;2430;9063;1612;1508;16558;1410;1744;5660;381;571;6164;774;615;3117;104;99;480;11;8;88;2;2;8;4;4;52;1;0;5;8861929
06/02/2020;19;9895;17875;6966;8763;4579;681;132;16;65;4,06/02/2020;19;2070;2932;11129;1912;1752;19181;1785;2044;6590;468;691;7454;874;739;3359;99;74;503;12;10;91;2;0;8;3;2;51;0;1;3;10129236
06/02/2020;20;9628;16536;5872;7697;4017;560;109;8;61;3,06/02/2020;20;1707;2248;7741;1467;1321;13966;1377;1602;4583;376;485;5366;699;636;2620;74;51;362;9;11;88;2;0;4;1;1;33;1;0;0;7499162
06/02/2020;21;6888;12667;3786;5631;2920;452;86;8;48;1,06/02/2020;21;1049;1307;3867;861;745;7798;741;923;2376;206;342;3232;417;339;1577;47;38;242;5;5;43;2;1;3;0;1;36;0;0;2;4367409
